-1.34931,
-0.0732959,
0.0381023,
-0.0396706,
0.027065,
-0.0396706,
0.027065,
-0.0286334,
0.027065,
-0.0175972,
0.027065,
-0.00656032,
0.00499198,
-0.00656032,
0.00499198,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
0.00499198,
0.00499198,
0.00499198,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.00973657,
0.00499198,
0.00499198,
-0.00656032,
-0.00656032,
-0.0175972,
-0.0175972,
-0.0286334,
-0.0175972,
-0.0286334,
-0.0396706,
-0.0286334,
-0.0286334,
-0.0286334,
-0.0175972,
-0.0175972,
-0.0175972,
-0.00656032,
-0.0175972,
-0.00656032,
0.00499198,
0.00499198,
0.0160285,
0.027065,
0.0428465,
0.0381023,
0.027065,
0.027065,
0.0160285,
0.0160285,
0.00499198,
-0.00656032,
0.00499198,
-0.00656032,
-0.0175972,
-0.00656032,
-0.00656032,
-0.00656032,
0.00499198,
-0.00656032,
-0.0181126,
-0.00707647,
0.00499198,
0.00499198,
0.0160285,
0.0160285,
0.00499198,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
0.00499198,
0.0160285,
0.00499198,
0.0160285,
0.0160285,
0.00499198,
0.00499198,
0.00499198,
-0.00656032,
-0.0175972,
-0.0286334,
-0.0175972,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.0175972,
-0.00707647,
0.00499198,
0.00973657,
0.00499198,
0.00499198,
-0.00656032,
-0.0175972,
-0.00656032,
-0.0175972,
-0.00656032,
0.00499198,
-0.00656032,
0.00499198,
0.0207734,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.00973657,
0.00499198,
-0.00656032,
0.00499198,
0.0160285,
0.0160285,
0.027065,
0.0160285,
0.027065,
0.0160285,
0.027065,
0.0381023,
0.027065,
0.0160285,
0.0160285,
0.00499198,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00707647,
-0.00656032,
-0.00656032,
-0.00656032,
-0.0175972,
-0.00656032,
0.00499198,
0.0160285,
0.027065,
0.0381023,
0.0381023,
0.027065,
0.027065,
0.0160285,
0.027065,
0.0160285,
0.00499198,
-0.00656032,
-0.0286334,
-0.0512229,
-0.0617436,
-0.0617436,
-0.0617436,
-0.0617436,
-0.0622587,
-0.0617436,
-0.0507064,
-0.0396706,
-0.0286334,
-0.00656032,
0.00499198,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.00499198,
0.0160285,
0.0160285,
0.00499198,
0.0160285,
0.0160285,
0.00499198,
0.0160285,
0.00499198,
0.00499198,
-0.00656032,
-0.00656032,
0.00499198,
0.0207734,
0.027065,
0.0381023,
0.0381023,
0.0381023,
0.0381023,
0.027065,
0.0491381,
0.0491381,
0.0381023,
0.0318096,
0.0160285,
0.027065,
0.027065,
0.0381023,
0.0381023,
0.0318096,
0.0160285,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
-0.00656032,
0.00499198,
-0.00656032,
-0.00656032,
-0.0175972,
-0.0286334,
-0.0175972,
-0.0286334,
-0.0396706,
-0.0507064,
-0.0396706,
-0.0507064,
-0.0396706,
-0.0507064,
-0.0617436,
-0.0507064,
-0.0617436,
-0.0396706,
-0.0286334,
-0.0286334,
-0.00656032,
-0.0175972,
-0.00656032,
-0.0175972,
-0.00656032,
0.00499198,
0.0160285,
0.027065,
0.0381023,
0.0491381,
0.0381023,
0.0491381,
0.0601753,
0.0712111,
0.0822484,
0.0932842,
0.104321,
0.104321,
0.104321,
0.104321,
0.0932842,
0.0759561,
0.0601753,
0.0381023,
0.00499198,
-0.0291495,
-0.0512229,
-0.0617436,
-0.0727795,
-0.0838167,
-0.095369,
-0.106405,
-0.106405,
-0.095369,
-0.0727795,
-0.0507064,
-0.0396706,
-0.0396706,
-0.0507064,
-0.0617436,
-0.0507064,
-0.0507064,
-0.0396706,
-0.0286334,
-0.0286334,
-0.0396706,
-0.0286334,
-0.00656032,
0.00499198,
0.00973657,
0.0207734,
0.0160285,
0.0207734,
0.0207734,
0.0318096,
0.0649195,
0.0712111,
0.0822484,
0.0712111,
0.0601753,
0.0712111,
0.0822484,
0.0932842,
0.115357,
0.104321,
0.0980291,
0.0980291,
0.0869926,
0.0822484,
0.0712111,
0.0601753,
0.0381023,
0.00499198,
-0.0286334,
-0.0622587,
-0.0838167,
-0.0948525,
-0.0948525,
-0.095369,
-0.0843318,
-0.0838167,
-0.0838167,
-0.0838167,
-0.0838167,
-0.0843318,
-0.0843318,
-0.0622587,
-0.0617436,
-0.0507064,
-0.0507064,
-0.0507064,
-0.0622587,
-0.0617436,
-0.0507064,
-0.0291495,
-0.00707647,
0.0207734,
0.0318096,
0.0318096,
0.0207734,
0.0318096,
0.0428465,
0.0428465,
0.0428465,
0.053883,
0.053883,
0.0318096,
0.0428465,
0.0428465,
0.053883,
0.0649195,
0.0869926,
0.0980291,
0.0869926,
0.0869926,
0.0980291,
0.0980291,
0.0869926,
0.0869926,
0.0649195,
0.0318096,
0.00973657,
-0.00707647,
-0.0181126,
-0.0291495,
-0.0401857,
-0.0512229,
-0.0732959,
-0.0732959,
-0.0732959,
-0.0732959,
-0.0512229,
-0.0512229,
-0.0401857,
-0.0512229,
-0.0622587,
-0.0732959,
-0.0622587,
-0.0622587,
-0.0512229,
-0.0512229,
-0.0512229,
-0.0401857,
-0.0401857,
-0.0291495,
-0.00707647,
0.00973657,
0.0207734,
0.0207734,
0.0160285,
0.0160285,
0.0381023,
0.0491381,
0.0601753,
0.0491381,
0.0601753,
0.0491381,
0.0601753,
0.0712111,
0.0822484,
0.0932842,
0.0822484,
0.0712111,
0.0601753,
0.0601753,
0.0712111,
0.0601753,
0.0491381,
0.027065,
-0.0175972,
-0.0507064,
-0.0838167,
-0.0838167,
-0.0838167,
-0.0727795,
-0.0617436,
-0.0617436,
-0.0396706,
-0.0396706,
-0.0396706,
-0.0554514,
-0.0507064,
-0.0444148,
-0.0444148,
-0.0333783,
-0.0333783,
-0.0223418,
-0.0333783,
-0.0554514,
-0.0664879,
-0.0554514,
-0.0444148,
-0.0333783,
-0.0223418,
-0.0113049,
-0.0113049,
-0.0113049,
-0.0113049,
-0.0223418,
-0.0113049,
-0.000268393,
-0.000268393,
-0.0113049,
-0.0113049,
-0.0113049,
-0.0113049,
-0.000268393,
0.0275812,
0.0496546,
0.0717276,
0.0827634,
0.104836,
0.115874,
0.12691,
0.12691,
0.115874,
0.0938007,
0.0717276,
0.0606904,
0.0496546,
0.0496546,
0.0386173,
0.0275812,
-0.000268393,
-0.0223418,
-0.0223418,
-0.0223418,
-0.0175972,
-0.0175972,
-0.0175972,
-0.0286334,
-0.0396706,
-0.0617436,
-0.0727795,
-0.0727795,
-0.0727795,
-0.0727795,
-0.0727795,
-0.0838167,
-0.0838167,
-0.0838167,
-0.0727795,
-0.0617436,
-0.0507064,
-0.0396706,
-0.0396706,
-0.0286334,
-0.0175972,
-0.00656032,
0.00499198,
0.0160285,
0.00499198,
0.00499198,
0.027065,
0.0381023,
0.0601753,
0.0712111,
0.0822484,
0.0932842,
0.0822484,
0.0932842,
0.0822484,
0.0932842,
0.104321,
0.0822484,
0.0601753,
0.0491381,
0.0160285,
-0.00656032,
-0.0175972,
-0.0286334,
-0.0286334,
-0.0175972,
-0.00656032,
-0.00656032,
-0.0286334,
-0.0286334,
-0.0396706,
-0.0507064,
-0.0617436,
-0.0617436,
-0.0617436,
-0.0617436,
-0.0838167,
-0.0948525,
-0.116926,
-0.116926,
-0.116926,
-0.116926,
-0.0948525,
-0.0727795,
-0.0617436,
-0.0507064,
-0.0617436,
-0.0396706,
-0.0175972,
-0.00656032,
0.00499198,
0.0160285,
0.00499198,
-0.00656032,
-0.00656032,
0.00499198,
0.027065,
0.0712111,
0.0822484,
0.104321,
0.115357,
0.126394,
0.148463,
0.15951,
0.148463,
0.13743,
0.115357,
0.0932842,
0.0822484,
0.0712111,
0.0601753,
0.0491381,
0.027065,
-0.00656032,
-0.0286334,
-0.0286334,
-0.0286334,
-0.0286334,
-0.0286334,
-0.0286334,
-0.0396706,
-0.0617436,
-0.0727795,
-0.0838167,
-0.0838167,
-0.0838167,
-0.0948525,
-0.0948525,
-0.0948525,
-0.0838167,
-0.0727795,
-0.0617436,
-0.0396706,
-0.0286334,
-0.0286334,
-0.0175972,
0.00499198,
0.027065,
0.027065,
0.0381023,
0.027065,
0.027065,
0.0160285,
0.027065,
0.0491381,
0.0601753,
0.0712111,
0.0712111,
0.0712111,
0.0601753,
0.0601753,
0.0712111,
0.0712111,
0.0822484,
0.0712111,
0.0601753,
0.0491381,
0.0381023,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.0160285,
0.00499198,
-0.00656032,
-0.0175972,
-0.0286334,
-0.0507064,
-0.0507064,
-0.0617436,
-0.0727795,
-0.0948525,
-0.10589,
-0.127961,
-0.150035,
-0.17789,
-0.17789,
-0.150035,
-0.127961,
-0.10589,
-0.0838167,
-0.0727795,
-0.0507064,
-0.0286334,
0.00499198,
0.027065,
0.0491381,
0.0491381,
0.0381023,
0.0381023,
0.0491381,
0.0601753,
0.0822484,
0.0932842,
0.0932842,
0.104321,
0.115357,
0.126394,
0.13743,
0.126394,
0.13743,
0.115357,
0.0932842,
0.0822484,
0.0822484,
0.0822484,
0.0712111,
0.0601753,
0.0381023,
0.0160285,
-0.00656032,
-0.0175972,
-0.00656032,
-0.0175972,
-0.00656032,
-0.0286334,
-0.0396706,
-0.0507064,
-0.0727795,
-0.0838167,
-0.10589,
-0.116926,
-0.127961,
-0.139002,
-0.150035,
-0.139002,
-0.127961,
-0.10589,
-0.0838167,
-0.0617436,
-0.0396706,
-0.0175972,
0.00499198,
0.027065,
0.0491381,
0.0601753,
0.0491381,
0.0601753,
0.0712111,
0.0712111,
0.0822484,
0.104321,
0.0932842,
0.0822484,
0.0712111,
0.0601753,
0.0712111,
0.0712111,
0.0712111,
0.0712111,
0.0712111,
0.0601753,
0.0381023,
